Recency,Frequency,Monetary,F_rank,R_rank,M_rank,RFM_Score,Segment
2599.0,1,91.3,3,3,3,333,Potential Loyalists
2569.0,1,60.23,3,2,2,232,Other
2685.0,1,272.5,3,3,5,335,Big Spenders
2652.0,1,45.48,3,3,1,331,Low Value
2660.0,1,153.27,3,3,4,334,Potential Loyalists
2539.0,1,96.62,3,2,3,233,Other
2947.0,1,36.86,3,5,1,531,Low Value
2734.0,1,131.94,3,4,4,434,Potential Loyalists
2756.0,1,204.07,3,4,5,435,Big Spenders
2505.0,1,92.86,3,1,3,133,New Customers
2734.0,1,76.65,3,4,2,432,Potential Loyalists
2699.0,1,386.95,3,4,5,435,Big Spenders
2786.0,1,181.51,3,4,4,434,Potential Loyalists
2478.0,1,68.35,3,1,2,132,New Customers
2968.0,1,41.42,3,5,1,531,Low Value
2546.0,1,113.05,3,2,3,233,Other
2502.0,1,119.46,3,1,3,133,New Customers
2734.0,1,149.69,3,4,4,434,Potential Loyalists
2547.0,1,175.99,3,2,4,234,Other
2967.0,1,114.29,3,5,3,533,Other
2702.0,1,75.68,3,4,2,432,Potential Loyalists
2747.0,1,138.96,3,4,4,434,Potential Loyalists
2954.0,1,45.86,3,5,1,531,Low Value
2496.0,1,333.81,3,1,5,135,New Customers
2554.0,1,269.63,3,2,5,235,Big Spenders
2693.0,1,92.57,3,4,3,433,Potential Loyalists
2477.0,1,237.15,3,1,5,135,New Customers
2529.0,1,77.68,3,2,2,232,Other
2541.0,1,130.73,3,2,4,234,Other
2740.0,1,112.89,3,4,3,433,Potential Loyalists
2525.0,1,114.53,3,2,3,233,Other
2629.0,1,92.9,3,3,3,333,Potential Loyalists
2546.0,1,80.01,3,2,2,232,Other
2478.0,1,203.3,3,1,5,135,New Customers
2833.0,1,203.39,3,5,5,535,Big Spenders
2547.0,1,117.79,3,2,3,233,Other
2954.0,1,202.46,3,5,5,535,Big Spenders
2572.0,1,50.62,3,2,1,231,Low Value
2842.0,1,119.48,3,5,3,533,Other
2686.0,1,282.8,3,3,5,335,Big Spenders
2742.0,1,43.62,3,4,1,431,Low Value
2548.0,1,99.9,3,2,3,233,Other
2674.0,1,176.23,3,3,4,334,Potential Loyalists
2793.0,1,29.1,3,4,1,431,Low Value
2884.0,1,218.66,3,5,5,535,Big Spenders
2965.0,1,865.55,3,5,5,535,Big Spenders
2512.0,1,32.43,3,1,1,131,New Customers
2965.0,1,165.71,3,5,4,534,Other
2896.0,1,1055.92,3,5,5,535,Big Spenders
2597.0,1,182.63,3,3,4,334,Potential Loyalists
2791.0,1,743.57,3,4,5,435,Big Spenders
2623.0,1,36.84,3,3,1,331,Low Value
2867.0,1,33.84,3,5,1,531,Low Value
2590.0,1,591.87,3,2,5,235,Big Spenders
2974.0,1,30.86,3,5,1,531,Low Value
2783.0,1,184.69,3,4,4,434,Potential Loyalists
2540.0,1,227.01,3,2,5,235,Big Spenders
2807.0,1,135.39,3,4,4,434,Potential Loyalists
2764.0,1,65.5,3,4,2,432,Potential Loyalists
2524.0,1,105.4,3,2,3,233,Other
2608.0,1,65.0,3,3,2,332,Potential Loyalists
2750.0,1,78.62,3,4,2,432,Potential Loyalists
2709.0,1,124.82,3,4,3,433,Potential Loyalists
2645.0,1,84.14,3,3,2,332,Potential Loyalists
2925.0,1,52.34,3,5,1,531,Low Value
2648.0,1,201.82,3,3,4,334,Potential Loyalists
2807.0,1,148.06,3,4,4,434,Potential Loyalists
2505.0,1,30.06,3,1,1,131,New Customers
3017.0,1,109.4,3,5,3,533,Other
2490.0,1,37.43,3,1,1,131,New Customers
2573.0,1,300.56,3,2,5,235,Big Spenders
2734.0,1,186.95,3,4,4,434,Potential Loyalists
0.0,1,249.42,3,1,5,135,New Customers
2520.0,1,117.22,3,2,3,233,Other
2694.0,1,1031.69,3,4,5,435,Big Spenders
2904.0,1,45.62,3,5,1,531,Low Value
2498.0,1,63.93,3,1,2,132,New Customers
2973.0,1,85.04,3,5,2,532,Other
2818.0,1,107.78,3,5,3,533,Other
2447.0,1,196.17,3,1,4,134,New Customers
2478.0,1,46.2,3,1,1,131,New Customers
2649.0,1,93.3,3,3,3,333,Potential Loyalists
2945.0,1,78.71,3,5,2,532,Other
2868.0,1,148.15,3,5,4,534,Other
2532.0,1,12.89,3,2,1,231,Low Value
2534.0,1,133.06,3,2,4,234,Other
2623.0,1,24.0,3,3,1,331,Low Value
2544.0,1,58.32,3,2,2,232,Other
2589.0,1,86.46,3,2,3,233,Other
2527.0,1,69.9,3,2,2,232,Other
2456.0,1,97.45,3,1,3,133,New Customers
2586.0,1,53.58,3,2,1,231,Low Value
2643.0,1,36.69,3,3,1,331,Low Value
2691.0,1,273.31,3,4,5,435,Big Spenders
2804.0,1,154.64,3,4,4,434,Potential Loyalists
2672.0,1,195.0,3,3,4,334,Potential Loyalists
2518.0,1,64.34,3,2,2,232,Other
2692.0,1,157.3,3,4,4,434,Potential Loyalists
2621.0,1,206.07,3,3,5,335,Big Spenders
2474.0,1,171.96,3,1,4,134,New Customers
2877.0,1,86.67,3,5,3,533,Other
2782.0,1,84.85,3,4,2,432,Potential Loyalists
2581.0,1,32.29,3,2,1,231,Low Value
2572.0,1,192.67,3,2,4,234,Other
2706.0,1,70.74,3,4,2,432,Potential Loyalists
2510.0,1,204.53,3,1,5,135,New Customers
2718.0,1,56.78,3,4,2,432,Potential Loyalists
2476.0,1,56.6,3,1,2,132,New Customers
2604.0,1,35.0,3,3,1,331,Low Value
2569.0,1,32.38,3,2,1,231,Low Value
2845.0,1,260.55,3,5,5,535,Big Spenders
2545.0,1,46.56,3,2,1,231,Low Value
2777.0,1,72.64,3,4,2,432,Potential Loyalists
2590.0,1,150.04,3,2,4,234,Other
2861.0,1,70.03,3,5,2,532,Other
2566.0,1,277.82,3,2,5,235,Big Spenders
2804.0,1,70.53,3,4,2,432,Potential Loyalists
2811.0,1,125.15,3,4,3,433,Potential Loyalists
2813.0,1,151.18,3,5,4,534,Other
2555.0,1,53.78,3,2,1,231,Low Value
2510.0,1,184.39,3,1,4,134,New Customers
2700.0,1,93.78,3,4,3,433,Potential Loyalists
2559.0,1,144.66,3,2,4,234,Other
2582.0,1,39.58,3,2,1,231,Low Value
2800.0,1,267.28,3,4,5,435,Big Spenders
2788.0,1,138.16,3,4,4,434,Potential Loyalists
2705.0,1,378.05,3,4,5,435,Big Spenders
2714.0,1,62.01,3,4,2,432,Potential Loyalists
2509.0,1,49.03,3,1,1,131,New Customers
2828.0,1,84.14,3,5,2,532,Other
2573.0,1,140.06,3,2,4,234,Other
2469.0,1,59.37,3,1,2,132,New Customers
2789.0,1,317.57,3,4,5,435,Big Spenders
2701.0,1,74.36,3,4,2,432,Potential Loyalists
2898.0,1,127.92,3,5,3,533,Other
2961.0,1,74.49,3,5,2,532,Other
2533.0,1,457.86,3,2,5,235,Big Spenders
2912.0,1,255.85,3,5,5,535,Big Spenders
2441.0,1,112.41,3,1,3,133,New Customers
2517.0,1,170.08,3,2,4,234,Other
2489.0,1,41.46,3,1,1,131,New Customers
2722.0,1,335.31,3,4,5,435,Big Spenders
2487.0,1,70.89,3,1,2,132,New Customers
2853.0,1,128.02,3,5,3,533,Other
2519.0,1,33.88,3,2,1,231,Low Value
2869.0,1,57.8,3,5,2,532,Other
2554.0,1,53.29,3,2,1,231,Low Value
2645.0,1,71.12,3,3,2,332,Potential Loyalists
0.0,1,76.86,3,1,2,132,New Customers
2700.0,1,126.01,3,4,3,433,Potential Loyalists
2601.0,1,203.0,3,3,5,335,Big Spenders
2898.0,1,197.72,3,5,4,534,Other
2702.0,1,49.09,3,4,1,431,Low Value
2550.0,1,161.88,3,2,4,234,Other
2554.0,1,56.7,3,2,2,232,Other
2821.0,1,253.33,3,5,5,535,Big Spenders
3000.0,1,34.24,3,5,1,531,Low Value
2466.0,1,114.49,3,1,3,133,New Customers
2776.0,1,115.45,3,4,3,433,Potential Loyalists
2511.0,1,407.8,3,1,5,135,New Customers
2453.0,1,88.19,3,1,3,133,New Customers
2566.0,1,109.59,3,2,3,233,Other
0.0,1,145.56,3,1,4,134,New Customers
2564.0,1,93.44,3,2,3,233,Other
2835.0,1,221.79,3,5,5,535,Big Spenders
2726.0,1,69.84,3,4,2,432,Potential Loyalists
2475.0,1,103.75,3,1,3,133,New Customers
2849.0,1,34.63,3,5,1,531,Low Value
2516.0,1,108.44,3,2,3,233,Other
2711.0,1,328.14,3,4,5,435,Big Spenders
2835.0,1,57.72,3,5,2,532,Other
3003.0,1,137.5,3,5,4,534,Other
2757.0,1,35.33,3,4,1,431,Low Value
2946.0,1,166.25,3,5,4,534,Other
2524.0,1,618.28,3,2,5,235,Big Spenders
2503.0,1,105.63,3,1,3,133,New Customers
2463.0,1,392.02,3,1,5,135,New Customers
2898.0,1,354.01,3,5,5,535,Big Spenders
2813.0,1,159.21,3,5,4,534,Other
2715.0,1,406.16,3,4,5,435,Big Spenders
2811.0,1,72.19,3,4,2,432,Potential Loyalists
2562.0,1,60.22,3,2,2,232,Other
2471.0,1,148.94,3,1,4,134,New Customers
2530.0,1,120.26,3,2,3,233,Other
2555.0,1,167.76,3,2,4,234,Other
2849.0,1,42.8,3,5,1,531,Low Value
2523.0,1,73.4,3,2,2,232,Other
0.0,1,131.78,3,1,4,134,New Customers
2958.0,1,58.64,3,5,2,532,Other
0.0,1,97.8,3,1,3,133,New Customers
2478.0,1,317.07,3,1,5,135,New Customers
2925.0,1,45.95,3,5,1,531,Low Value
0.0,1,63.65,3,1,2,132,New Customers
2804.0,1,248.84,3,4,5,435,Big Spenders
2581.0,1,169.38,3,2,4,234,Other
2821.0,1,130.04,3,5,4,534,Other
2462.0,1,281.67,3,1,5,135,New Customers
2447.0,1,106.76,3,1,3,133,New Customers
2898.0,1,112.1,3,5,3,533,Other
2672.0,1,76.66,3,3,2,332,Potential Loyalists
2800.0,1,116.94,3,4,3,433,Potential Loyalists
2548.0,1,152.58,3,2,4,234,Other
2873.0,1,67.69,3,5,2,532,Other
2805.0,1,123.61,3,4,3,433,Potential Loyalists
2912.0,1,214.63,3,5,5,535,Big Spenders
2879.0,1,61.05,3,5,2,532,Other
2488.0,1,133.56,3,1,4,134,New Customers
2874.0,1,218.95,3,5,5,535,Big Spenders
2488.0,1,29.41,3,1,1,131,New Customers
2761.0,1,560.02,3,4,5,435,Big Spenders
2974.0,1,146.09,3,5,4,534,Other
2848.0,1,81.57,3,5,2,532,Other
2805.0,1,401.37,3,4,5,435,Big Spenders
2685.0,1,33.99,3,3,1,331,Low Value
2588.0,1,229.78,3,2,5,235,Big Spenders
2576.0,1,220.28,3,2,5,235,Big Spenders
2844.0,1,137.51,3,5,4,534,Other
2786.0,1,322.89,3,4,5,435,Big Spenders
2650.0,1,175.08,3,3,4,334,Potential Loyalists
2469.0,1,111.92,3,1,3,133,New Customers
2657.0,1,165.96,3,3,4,334,Potential Loyalists
2446.0,1,94.15,3,1,3,133,New Customers
2629.0,1,837.39,3,3,5,335,Big Spenders
2807.0,1,64.14,3,4,2,432,Potential Loyalists
2576.0,1,102.98,3,2,3,233,Other
2694.0,1,88.62,3,4,3,433,Potential Loyalists
2515.0,1,92.5,3,2,3,233,Other
2583.0,1,76.94,3,2,2,232,Other
2665.0,1,50.34,3,3,1,331,Low Value
2603.0,1,82.33,3,3,2,332,Potential Loyalists
2855.0,1,72.14,3,5,2,532,Other
2509.0,1,108.81,3,1,3,133,New Customers
2474.0,1,97.3,3,1,3,133,New Customers
2845.0,1,64.09,3,5,2,532,Other
2670.0,1,173.23,3,3,4,334,Potential Loyalists
2997.0,1,74.49,3,5,2,532,Other
2833.0,1,52.0,3,5,1,531,Low Value
2870.0,1,103.55,3,5,3,533,Other
2587.0,1,35.38,3,2,1,231,Low Value
2790.0,1,71.83,3,4,2,432,Potential Loyalists
2533.0,1,124.31,3,2,3,233,Other
2586.0,1,107.55,3,2,3,233,Other
2519.0,1,230.7,3,2,5,235,Big Spenders
2966.0,1,200.93,3,5,4,534,Other
2720.0,1,61.1,3,4,2,432,Potential Loyalists
2588.0,1,1804.05,3,2,5,235,Big Spenders
2573.0,1,75.19,3,2,2,232,Other
2622.0,1,129.37,3,3,4,334,Potential Loyalists
2606.0,1,89.88,3,3,3,333,Potential Loyalists
2547.0,1,62.83,3,2,2,232,Other
2651.0,1,179.84,3,3,4,334,Potential Loyalists
2917.0,1,38.63,3,5,1,531,Low Value
2660.0,1,281.82,3,3,5,335,Big Spenders
2467.0,1,63.99,3,1,2,132,New Customers
2574.0,1,86.26,3,2,3,233,Other
2684.0,1,212.01999999999998,3,3,5,335,Big Spenders
2490.0,1,72.27,3,1,2,132,New Customers
2785.0,1,95.35,3,4,3,433,Potential Loyalists
2575.0,1,75.39,3,2,2,232,Other
2541.0,1,81.89,3,2,2,232,Other
2695.0,1,108.51,3,4,3,433,Potential Loyalists
2510.0,1,246.83,3,1,5,135,New Customers
2944.0,1,44.51,3,5,1,531,Low Value
2489.0,1,39.42,3,1,1,131,New Customers
2737.0,1,713.7,3,4,5,435,Big Spenders
2877.0,1,168.16,3,5,4,534,Other
2814.0,1,134.01,3,5,4,534,Other
2911.0,1,187.62,3,5,4,534,Other
2906.0,1,177.44,3,5,4,534,Other
2799.0,1,60.0,3,4,2,432,Potential Loyalists
2726.0,1,75.07,3,4,2,432,Potential Loyalists
2877.0,1,298.65,3,5,5,535,Big Spenders
2853.0,1,91.96,3,5,3,533,Other
2868.0,1,69.24,3,5,2,532,Other
2841.0,1,53.09,3,5,1,531,Low Value
2653.0,1,96.9,3,3,3,333,Potential Loyalists
2888.0,1,128.08,3,5,3,533,Other
2568.0,1,69.18,3,2,2,232,Other
2518.0,1,171.75,3,2,4,234,Other
2443.0,1,142.54,3,1,4,134,New Customers
2516.0,1,350.19,3,2,5,235,Big Spenders
2513.0,1,92.39,3,2,3,233,Other
2442.0,1,335.61,3,1,5,135,New Customers
2863.0,1,129.22,3,5,4,534,Other
2798.0,1,85.24000000000001,3,4,3,433,Potential Loyalists
2646.0,1,163.79,3,3,4,334,Potential Loyalists
2623.0,1,55.96,3,3,2,332,Potential Loyalists
2792.0,1,76.98,3,4,2,432,Potential Loyalists
2610.0,1,188.43,3,3,4,334,Potential Loyalists
2687.0,1,250.39,3,3,5,335,Big Spenders
2558.0,1,58.16,3,2,2,232,Other
2467.0,1,177.99,3,1,4,134,New Customers
2685.0,1,75.83,3,3,2,332,Potential Loyalists
2511.0,1,99.84,3,1,3,133,New Customers
2719.0,1,132.99,3,4,4,434,Potential Loyalists
2644.0,1,78.65,3,3,2,332,Potential Loyalists
2552.0,1,106.5,3,2,3,233,Other
2441.0,1,82.09,3,1,2,132,New Customers
2771.0,1,87.64,3,4,3,433,Potential Loyalists
2972.0,1,180.02,3,5,4,534,Other
2806.0,1,165.51,3,4,4,434,Potential Loyalists
2814.0,1,44.09,3,5,1,531,Low Value
2581.0,1,252.95,3,2,5,235,Big Spenders
2450.0,1,132.13,3,1,4,134,New Customers
2617.0,1,100.93,3,3,3,333,Potential Loyalists
2601.0,1,473.78,3,3,5,335,Big Spenders
3007.0,1,423.16,3,5,5,535,Big Spenders
2478.0,1,117.46,3,1,3,133,New Customers
2954.0,1,24.86,3,5,1,531,Low Value
2660.0,1,1482.24,3,3,5,335,Big Spenders
2720.0,1,119.55,3,4,3,433,Potential Loyalists
2536.0,1,46.77,3,2,1,231,Low Value
2601.0,1,165.48,3,3,4,334,Potential Loyalists
2923.0,1,114.86,3,5,3,533,Other
2709.0,1,35.01,3,4,1,431,Low Value
2457.0,1,150.0,3,1,4,134,New Customers
2574.0,1,143.93,3,2,4,234,Other
2882.0,1,81.09,3,5,2,532,Other
2551.0,1,174.05,3,2,4,234,Other
2958.0,1,68.0,3,5,2,532,Other
3009.0,1,221.85,3,5,5,535,Big Spenders
2554.0,1,69.9,3,2,2,232,Other
2842.0,1,40.0,3,5,1,531,Low Value
2632.0,1,33.75,3,3,1,331,Low Value
2663.0,1,146.75,3,3,4,334,Potential Loyalists
2821.0,1,42.92,3,5,1,531,Low Value
2609.0,1,92.05,3,3,3,333,Potential Loyalists
3008.0,1,239.64,3,5,5,535,Big Spenders
2882.0,1,143.58,3,5,4,534,Other
2646.0,1,172.84,3,3,4,334,Potential Loyalists
2446.0,1,244.29,3,1,5,135,New Customers
2574.0,1,280.08,3,2,5,235,Big Spenders
2574.0,1,178.59,3,2,4,234,Other
2810.0,1,41.62,3,4,1,431,Low Value
2692.0,1,89.9,3,4,3,433,Potential Loyalists
2586.0,1,91.99,3,2,3,233,Other
2603.0,1,62.39,3,3,2,332,Potential Loyalists
2674.0,1,117.94,3,3,3,333,Potential Loyalists
2958.0,1,197.59,3,5,4,534,Other
2701.0,1,236.65,3,4,5,435,Big Spenders
2911.0,1,0.0,3,5,1,531,Low Value
2854.0,1,139.98,3,5,4,534,Other
2663.0,1,246.92,3,3,5,335,Big Spenders
2519.0,1,70.27,3,2,2,232,Other
2839.0,1,289.14,3,5,5,535,Big Spenders
2516.0,1,39.22,3,2,1,231,Low Value
2574.0,1,133.75,3,2,4,234,Other
2643.0,1,45.09,3,3,1,331,Low Value
2720.0,1,193.96,3,4,4,434,Potential Loyalists
2447.0,1,300.48,3,1,5,135,New Customers
2609.0,1,122.22,3,3,3,333,Potential Loyalists
2777.0,1,297.62,3,4,5,435,Big Spenders
2686.0,1,112.95,3,3,3,333,Potential Loyalists
2575.0,1,173.53,3,2,4,234,Other
2527.0,1,119.57,3,2,3,233,Other
2510.0,1,99.82,3,1,3,133,New Customers
2954.0,1,185.74,3,5,4,534,Other
2706.0,1,96.8,3,4,3,433,Potential Loyalists
2462.0,1,68.52,3,1,2,132,New Customers
0.0,1,161.37,3,1,4,134,New Customers
2713.0,1,69.73,3,4,2,432,Potential Loyalists
2635.0,1,87.22,3,3,3,333,Potential Loyalists
2583.0,1,187.63,3,2,4,234,Other
2457.0,1,118.59,3,1,3,133,New Customers
2474.0,1,19.89,3,1,1,131,New Customers
2706.0,1,62.57,3,4,2,432,Potential Loyalists
2813.0,1,47.0,3,5,1,531,Low Value
2502.0,1,82.28,3,1,2,132,New Customers
2985.0,1,272.18,3,5,5,535,Big Spenders
2503.0,1,84.06,3,1,2,132,New Customers
0.0,1,340.2,3,1,5,135,New Customers
2457.0,1,362.26,3,1,5,135,New Customers
2576.0,1,905.85,3,2,5,235,Big Spenders
0.0,1,73.71,3,1,2,132,New Customers
2509.0,1,85.85,3,1,3,133,New Customers
2686.0,1,114.83,3,3,3,333,Potential Loyalists
2720.0,1,62.68,3,4,2,432,Potential Loyalists
2630.0,1,112.53,3,3,3,333,Potential Loyalists
2601.0,1,60.28,3,3,2,332,Potential Loyalists
2564.0,1,600.43,3,2,5,235,Big Spenders
2622.0,1,48.69,3,3,1,331,Low Value
2468.0,1,58.79,3,1,2,132,New Customers
2916.0,1,484.55,3,5,5,535,Big Spenders
2449.0,1,118.79,3,1,3,133,New Customers
3020.0,1,374.28,3,5,5,535,Big Spenders
2524.0,1,121.39,3,2,3,233,Other
2833.0,1,39.45,3,5,1,531,Low Value
2897.0,1,62.76,3,5,2,532,Other
2462.0,1,98.05,3,1,3,133,New Customers
2686.0,1,197.69,3,3,4,334,Potential Loyalists
2925.0,1,357.58,3,5,5,535,Big Spenders
0.0,1,51.59,3,1,1,131,New Customers
2975.0,1,71.71,3,5,2,532,Other
2456.0,1,45.78,3,1,1,131,New Customers
2842.0,1,176.55,3,5,4,534,Other
2616.0,1,42.78,3,3,1,331,Low Value
2756.0,1,864.69,3,4,5,435,Big Spenders
2944.0,1,303.11,3,5,5,535,Big Spenders
2768.0,1,90.75,3,4,3,433,Potential Loyalists
2923.0,1,83.55,3,5,2,532,Other
2498.0,1,45.49,3,1,1,131,New Customers
2972.0,1,126.42,3,5,3,533,Other
2911.0,1,50.34,3,5,1,531,Low Value
2812.0,1,28.75,3,5,1,531,Low Value
2900.0,1,106.38,3,5,3,533,Other
2455.0,1,89.21,3,1,3,133,New Customers
2736.0,1,87.0,3,4,3,433,Potential Loyalists
2918.0,1,32.86,3,5,1,531,Low Value
2583.0,1,82.9,3,2,2,232,Other
2630.0,1,86.83,3,3,3,333,Potential Loyalists
2875.0,1,155.63,3,5,4,534,Other
2708.0,1,419.95,3,4,5,435,Big Spenders
2854.0,1,72.84,3,5,2,532,Other
2785.0,1,29.41,3,4,1,431,Low Value
2559.0,1,45.43,3,2,1,231,Low Value
2504.0,1,24.13,3,1,1,131,New Customers
2664.0,1,423.17,3,3,5,335,Big Spenders
2670.0,1,86.74,3,3,3,333,Potential Loyalists
2589.0,1,63.02,3,2,2,232,Other
2961.0,1,39.45,3,5,1,531,Low Value
2519.0,1,39.39,3,2,1,231,Low Value
2877.0,1,91.96,3,5,3,533,Other
2961.0,1,226.36,3,5,5,535,Big Spenders
2664.0,1,65.54,3,3,2,332,Potential Loyalists
3000.0,1,84.52,3,5,2,532,Other
2880.0,1,64.79,3,5,2,532,Other
2595.0,1,19.64,3,2,1,231,Low Value
3121.0,1,47.42,3,5,1,531,Low Value
2597.0,1,260.27,3,3,5,335,Big Spenders
2827.0,1,325.89,3,5,5,535,Big Spenders
2457.0,1,92.76,3,1,3,133,New Customers
2620.0,1,136.61,3,3,4,334,Potential Loyalists
2480.0,1,94.74,3,1,3,133,New Customers
2453.0,1,144.59,3,1,4,134,New Customers
2824.0,1,46.01,3,5,1,531,Low Value
2792.0,1,73.15,3,4,2,432,Potential Loyalists
2553.0,1,175.1,3,2,4,234,Other
2755.0,1,58.59,3,4,2,432,Potential Loyalists
2891.0,1,344.32,3,5,5,535,Big Spenders
2587.0,1,82.9,3,2,2,232,Other
2494.0,1,43.49,3,1,1,131,New Customers
2526.0,1,79.87,3,2,2,232,Other
2753.0,1,91.66,3,4,3,433,Potential Loyalists
2839.0,1,227.62,3,5,5,535,Big Spenders
2963.0,1,36.96,3,5,1,531,Low Value
2604.0,1,164.51,3,3,4,334,Potential Loyalists
2454.0,1,391.08,3,1,5,135,New Customers
2516.0,1,75.29,3,2,2,232,Other
2574.0,1,99.82,3,2,3,233,Other
2610.0,1,602.69,3,3,5,335,Big Spenders
2657.0,1,52.8,3,3,1,331,Low Value
2660.0,1,238.69,3,3,5,335,Big Spenders
3001.0,1,136.04,3,5,4,534,Other
2467.0,1,66.02,3,1,2,132,New Customers
2677.0,1,157.3,3,3,4,334,Potential Loyalists
2806.0,1,141.08,3,4,4,434,Potential Loyalists
2816.0,1,33.75,3,5,1,531,Low Value
2896.0,1,427.3,3,5,5,535,Big Spenders
2915.0,1,284.74,3,5,5,535,Big Spenders
2875.0,1,34.33,3,5,1,531,Low Value
0.0,1,131.14,3,1,4,134,New Customers
0.0,1,31.93,3,1,1,131,New Customers
2525.0,1,458.34,3,2,5,235,Big Spenders
2727.0,1,94.19,3,4,3,433,Potential Loyalists
2806.0,1,114.22,3,4,3,433,Potential Loyalists
2569.0,1,129.22,3,2,4,234,Other
2825.0,1,109.29,3,5,3,533,Other
2719.0,1,112.58,3,4,3,433,Potential Loyalists
2924.0,1,98.84,3,5,3,533,Other
2866.0,1,695.99,3,5,5,535,Big Spenders
2489.0,1,57.11,3,1,2,132,New Customers
2751.0,1,50.09,3,4,1,431,Low Value
2552.0,1,129.65,3,2,4,234,Other
2736.0,1,347.24,3,4,5,435,Big Spenders
2785.0,1,75.17,3,4,2,432,Potential Loyalists
2562.0,1,113.13,3,2,3,233,Other
2651.0,1,356.74,3,3,5,335,Big Spenders
2611.0,1,209.21,3,3,5,335,Big Spenders
2683.0,1,38.09,3,3,1,331,Low Value
2594.0,1,209.74,3,2,5,235,Big Spenders
2736.0,1,218.96,3,4,5,435,Big Spenders
2805.0,1,73.34,3,4,2,432,Potential Loyalists
2923.0,1,4194.76,3,5,5,535,Big Spenders
2512.0,1,69.16,3,1,2,132,New Customers
2446.0,1,32.72,3,1,1,131,New Customers
2652.0,1,37.6,3,3,1,331,Low Value
2595.0,1,55.04,3,2,2,232,Other
2519.0,1,31.21,3,2,1,231,Low Value
2510.0,1,101.18,3,1,3,133,New Customers
2675.0,1,138.09,3,3,4,334,Potential Loyalists
2606.0,1,142.45,3,3,4,334,Potential Loyalists
2968.0,1,39.96,3,5,1,531,Low Value
2726.0,1,291.37,3,4,5,435,Big Spenders
2568.0,1,73.39,3,2,2,232,Other
2824.0,1,215.64,3,5,5,535,Big Spenders
2576.0,1,185.9,3,2,4,234,Other
2583.0,1,267.17,3,2,5,235,Big Spenders
2706.0,1,46.78,3,4,1,431,Low Value
2596.0,1,39.75,3,3,1,331,Low Value
2651.0,1,50.34,3,3,1,331,Low Value
2623.0,1,27.85,3,3,1,331,Low Value
2597.0,1,74.22,3,3,2,332,Potential Loyalists
2763.0,1,164.79,3,4,4,434,Potential Loyalists
2713.0,1,311.21,3,4,5,435,Big Spenders
2448.0,1,47.44,3,1,1,131,New Customers
2489.0,1,102.93,3,1,3,133,New Customers
2820.0,1,227.27,3,5,5,535,Big Spenders
2960.0,1,50.95,3,5,1,531,Low Value
2842.0,1,147.38,3,5,4,534,Other
2672.0,1,41.78,3,3,1,331,Low Value
2793.0,1,94.35,3,4,3,433,Potential Loyalists
2569.0,1,282.41,3,2,5,235,Big Spenders
2527.0,1,203.89,3,2,5,235,Big Spenders
2712.0,1,142.18,3,4,4,434,Potential Loyalists
2632.0,1,106.87,3,3,3,333,Potential Loyalists
2559.0,1,218.84,3,2,5,235,Big Spenders
2981.0,1,147.45,3,5,4,534,Other
2736.0,1,116.24,3,4,3,433,Potential Loyalists
2460.0,1,62.92,3,1,2,132,New Customers
2812.0,1,290.65,3,5,5,535,Big Spenders
2679.0,1,248.36,3,3,5,335,Big Spenders
2594.0,1,260.42,3,2,5,235,Big Spenders
2450.0,1,159.95,3,1,4,134,New Customers
2517.0,1,114.68,3,2,3,233,Other
2649.0,1,35.0,3,3,1,331,Low Value
2637.0,1,173.27,3,3,4,334,Potential Loyalists
2758.0,1,77.57,3,4,2,432,Potential Loyalists
2657.0,1,220.04,3,3,5,335,Big Spenders
2491.0,1,462.07,3,1,5,135,New Customers
2805.0,1,215.07,3,4,5,435,Big Spenders
2845.0,1,37.0,3,5,1,531,Low Value
2824.0,1,266.49,3,5,5,535,Big Spenders
2937.0,1,115.9,3,5,3,533,Other
2596.0,1,39.43,3,3,1,331,Low Value
2709.0,1,120.77,3,4,3,433,Potential Loyalists
2779.0,1,108.58,3,4,3,433,Potential Loyalists
2708.0,1,60.09,3,4,2,432,Potential Loyalists
2659.0,1,304.27,3,3,5,335,Big Spenders
2646.0,1,80.1,3,3,2,332,Potential Loyalists
2999.0,1,150.89,3,5,4,534,Other
2541.0,1,148.96,3,2,4,234,Other
0.0,1,36.81,3,1,1,131,New Customers
2490.0,1,44.3,3,1,1,131,New Customers
2919.0,1,43.62,3,5,1,531,Low Value
0.0,1,365.99,3,1,5,135,New Customers
2721.0,1,146.68,3,4,4,434,Potential Loyalists
2551.0,1,73.4,3,2,2,232,Other
2849.0,1,85.92,3,5,3,533,Other
2646.0,1,217.74,3,3,5,335,Big Spenders
2644.0,1,67.5,3,3,2,332,Potential Loyalists
2900.0,1,81.29,3,5,2,532,Other
2776.0,1,72.14,3,4,2,432,Potential Loyalists
2578.0,1,128.19,3,2,3,233,Other
2841.0,1,77.57,3,5,2,532,Other
0.0,1,230.5,3,1,5,135,New Customers
2475.0,1,64.16,3,1,2,132,New Customers
2733.0,1,678.82,3,4,5,435,Big Spenders
2509.0,1,169.3,3,1,4,134,New Customers
2509.0,1,140.22,3,1,4,134,New Customers
2575.0,1,72.93,3,2,2,232,Other
2520.0,1,143.27,3,2,4,234,Other
2473.0,1,2223.12,3,1,5,135,New Customers
2693.0,1,238.69,3,4,5,435,Big Spenders
2541.0,1,41.96,3,2,1,231,Low Value
